query,pos,query_en,pos_en
Công tử Bạc Liêu trở thành người Việt đầu tiên sở hữu,"Người Việt đầu tiên có máy bay riêng:  Một sự kiện chấn động cả nước khi đó là Ba Huy đi thăm ruộng bằng máy bay. Và lúc ấy cả Việt Nam cũng chỉ có 2 chiếc là của Công tử Bạc Liêu[6] và của vua Bảo Đại. Nếu không tính Vua Bảo Đại được trang bị máy bay riêng từ tiền ngân khố quốc gia lúc ấy, thì Công tử Bạc Liêu Trần Trinh Huy là người Việt Nam đầu tiên có máy bay riêng. Một lần bay qua thăm điền Rạch Giá, Công tử Bạc Liêu hứng chí tranh lái với phi công Pháp, bay ra biển Hà Tiên chơi, cứ bay mải miết cho đến khi kim báo xăng không còn nhiên liệu, buộc lòng Ba Huy phải đáp khẩn cấp. Xuống đất, Ba Huy hoảng hốt biết mình đã bay lọt sang tận nước Xiêm. Trần Trinh Huy bị Nhà nước Xiêm bắt giữ và phạt 200 ngàn giạ lúa. Ông Hội đồng Trạch phải chở một đoàn ghe chở lúa thật dài qua tận Xiêm để chuộc quý tử về. Ông là người Việt Nam đầu tiên sở hữu máy bay tư nhân và sân bay tư nhân.",Bac Lieu becomes the first Vietnamese owner,"The first Vietnamese had his own plane: A shocking event for the country at that time was that Ba Huy went to visit the fields by plane. And at that time, Vietnam only had 2 planes of Prince Bac Lieu[6] and of King Bao Dai. If not King Bao Dai was equipped with his own plane from the national treasury money at that time, then Prince Bac Lieu Tran Trinh Huy was the first Vietnamese to have his own plane. Once flying to visit Rach Gia, Prince Bac Lieu inspired him to compete with the French pilot, flying to Ha Tien beach to play, kept flying until the fuel needle was no longer fueled, forcing Ba Huy's heart to respond urgently. Down on the ground, Ba Huy panicked that he had flown to Siam. Tran Trinh Huy was arrested by the Siamese State and fined 200 thousand bushels of rice. Mr. Council Trach had to carry a long convoy of rice boats through Siam to redeem his son. He was the first Vietnamese to own private planes and private airports."
Nghệ An trở thành tỉnh của nước ta từ thời vua nào,"Danh xưng Nghệ An có từ năm 1030 thời nhà Lý, niên hiệu Thiên Thành thứ 2 đời Lý Thái Tông. Lúc đó gọi là Nghệ An châu trại (乂安州寨), sau đó thì đổi thành trại Nghệ An rồi Nghệ An phủ (乂安府), Nghệ An thừa tuyên (乂安承宣). Năm 1490, vua Lê Thánh Tông (niên hiệu Hồng Đức thứ 21) đổi tên từ Nghệ An thừa tuyên thành xứ Nghệ An (gọi tắt là xứ Nghệ) đồng thời với các đơn vị hành chính khác lúc bấy giờ như: xứ Kinh Bắc, xứ Sơn Nam, xứ Đông, xứ Đoài, xứ Thanh Hóa, xứ Lạng Sơn... Năm 1831, thời vua Minh Mệnh, Xứ Nghệ bị tách thành hai tỉnh Nghệ An và Hà Tĩnh. Năm 1976, hai tỉnh lại hợp thành tỉnh lớn Nghệ Tĩnh. Năm 1991, tách ra thành Nghệ An và Hà Tĩnh như ngày nay.",Nghe An became the province of our country from the time when the king,"The name Nghe An dates back to 1030 in the Ly dynasty, the 2nd Tiancheng era of Ly Thai Tong. At that time, it was called Nghe An Chau Camp (安州), then changed to Nghe An Camp and then Nghe An Province (安府), Nghe An Declaration (安承宣). In 1490, King Le Thanh Tong (the 21st Hong Duc title) changed the name from Nghe An Declaration to Nghe An Land (called Nghe An Land for short) simultaneously with other administrative units at that time such as: Kinh Bac, Son Nam, Dong, Duong, Thanh Hoa, Lang Son ... In 1831, during the reign of King Minh Ming, Nghe An was separated into two provinces of Nghe An and Ha Tinh. In 1976, the two provinces were combined into the largest province of Nghe Tinh. In 1991, it was separated into Nghe An and Ha Tinh as today."
Tỉnh Sơn La có diện tích tự nhiên xếp thứ mấy so với 63 tỉnh/thành khác của nước ta,"Sơn La là tỉnh miền núi Tây Bắc Việt Nam, tỉnh có diện tích 14.125  km2 chiếm 4,27% tổng diện tích Việt Nam, đứng thứ 3 trong số 63 tỉnh thành phố. Toạ độ địa lý: 20039’ - 22002’ vĩ độ Bắc và 103011’ - 105002’ kinh độ Đông. Địa giới: phía bắc giáp các tỉnh Yên Bái, Điện Biên, Lai Châu; phía đông giáp các tỉnh Phú Thọ, Hoà Bình; phía tây giáp với tỉnh Điện Biên; phía nam giáp với tỉnh Thanh Hóa và tỉnh Huaphanh (Lào); phía tây nam giáp tỉnh Luangprabang (Lào). Sơn La có đường biên giới quốc gia dài 250 km, chiều dài giáp ranh với các tỉnh khác là 628 km. Toàn tỉnh có 12 đơn vị hành chính (1 thành phố, 11 huyện) với 12 dân tộc.",What is the natural area of Son La province compared to 63 other provinces of our country?,"Son La is a mountainous province in the Northwest of Vietnam, covering an area of 14,125 km2, accounting for 4.27% of Vietnam's total area, ranking 3rd among 63 provinces and cities. Geographical coordinates: '20039' - 22002' latitude North and '103011' - 105002' longitude East. Bordered by Yen Bai, Dien Bien and Lai Chau provinces to the north; Phu Tho and Hoa Binh provinces to the east; Dien Bien province to the west; Thanh Hoa and Huaphanh provinces to the south; Luangprabang province to the southwest. Son La has a national border of 250 km long, bordering other provinces for 628 km. The province has 12 administrative units (1 city, 11 districts) with 12 ethnic groups."
"Tổng số quân Pháp bị diệt, bắt sống tại Điện Biên Phủ là bao nhiêu","Dù quân Pháp đã phải gia tăng quân số lên đến 16.000 người, họ đã không thể nào lật ngược thế cờ. Toàn bộ quân Pháp ở Điện Biên Phủ bị tiêu diệt và bị bắt làm tù binh. Thiệt hại về phía Pháp là 1.747 tới 2.293 người chết, 5.240 tới 6.650 người bị thương, 1.729 người mất tích và 11.721 bị bắt làm tù binh. Toàn bộ 17 tiểu đoàn bộ binh và lính dù, 3 tiểu đoàn pháo binh, 10 đại đội Quân đội Quốc gia Việt Nam bị tiêu diệt. Tổng số sĩ quan và hạ sĩ quan bị diệt và bị bắt là 1.706, gồm 1 chuẩn tướng, 16 đại tá và trung tá, 353 sĩ quan từ thiếu úy đến thiếu tá. Thiệt hại về phía Mỹ là 2 phi công chết và 1 bị thương.",What is the total number of French troops killed and captured in Dien Bien Phu?,"Although the French had to increase their numbers to 16,000, they were unable to turn the tide. All French troops in Dien Bien Phu were destroyed and taken prisoner. Damage on the French side was 1,747 to 2,293 dead, 5,240 to 6,650 wounded, 1,729 missing and 11,721 taken prisoner. All 17 battalions of infantry and paratroopers, 3 artillery battalions, 10 companies of the Vietnamese National Army were destroyed. The total number of officers and non-commissioned officers killed and captured was 1,706, including 1 brigadier general, 16 colonels and lieutenant colonel, 353 officers from ensign to major. Damage on the American side was 2 pilots killed and 1 wounded."
Anh hùng nào lấy thân mình chèn pháo trong chiến dịch Điện Biên Phủ,Tô Vĩnh Diện (1924 - 1954) là một Anh hùng lực lượng vũ trang nhân dân của Việt Nam. Anh nổi tiếng với chiến công hy sinh thân mình để cứu khẩu pháo cao xạ 37mm không bị lăn xuống vực trong Chiến dịch Điện Biên Phủ.,Which hero inserted his body in Dien Bien Phu campaign,Tô Vĩnh diện (1924 - 1954) was a Hero of the People's Armed Forces of Vietnam. He is famous for his feat of sacrificing himself to save the 37mm high-altitude cannon from rolling into the chasm during the Dien Bien Phu Campaign.
Tỉnh Bến Tre có sân chim nổi tiếng nào,Vàm Hồ trở thành sân chim lớn nhất của tỉnh Bến Tre với khoảng nửa triệu chim các loại.,What is the famous bird yard in Ben Tre province,Vam Ho became the largest bird yard of Ben Tre province with about half a million birds of all kinds.
Thang máy cuốn ngắn nhất thế giới thuộc quốc gia nào,"Theo Guiness, thang cuốn ngắn nhất thế giới nằm trong một trung tâm thương mại ở thành phố Kawasaki, Nhật Bản. Công trình này chỉ cao 83 cm, tương đương với 5 bậc thang. Ảnh: Japan Times.",Which country is the world's shortest escalator,"According to Guiness, the world's shortest escalator is located in a shopping mall in Kawasaki City, Japan. The structure is only 83 cm high, equivalent to 5 steps. Photo: Japan Times."
Ai là nữ tướng huyền thoại của đội quân tóc dài,"Phong trào bắt đầu bùng nổ ngày 17/1/1960 tại 3 xã: Định Thủy, Phước Hiệp, Bình Khánh của huyện Mỏ Cày, tỉnh Bến Tre. Sau đó phong trào đã lan rộng ra 47 xã thuộc 6 huyện của tỉnh Bến Tre. Dưới sự lãnh đạo của tỉnh ủy Bến Tre, lực lượng phụ nữ này đã giành quyền kiểm soát 22 xã, phá Ấp chiến lược, giành quyền làm chủ cho 22 xã khác. Trong cuộc nổi dậy này, đã xuất hiện người nữ lãnh đạo tài năng là bà Nguyễn Thị Định. Từ đó, nữ tướng Nguyễn Thị Định trở thành một nhà lãnh đạo và biểu tượng của ""Đội quân tóc dài"". Tên tuổi của bà đã gắn liền với ""Đội quân tóc dài"" và phong trào đấu tranh của phụ nữ ở miền Nam Việt Nam.",Who is the legendary general of the long-haired army,"The movement started on January 17, 1960 in 3 communes: Dinh Thuy, Phuoc Hiep, Binh Khanh of Mo Cay district, Ben Tre province. After that, the movement spread to 47 communes in 6 districts of Ben Tre province. Under the leadership of Ben Tre Provincial Party Committee, this women force gained control of 22 communes, destroyed strategic hamlets, gained mastery over 22 other communes. In this uprising, there appeared the talented female leader, Mrs. Nguyen Thi Dinh. Since then, Ms. Nguyen Thi Dinh has become a leader and symbol of the ""Long Hair Army"". Her name has been associated with the ""Long Hair Army"" and the women's struggle movement in South Vietnam."
Ngôn ngữ chính thức của Chile,Chile nói tiếng gì? Câu trả lời chính là tiếng Tây Ban Nha. Đây được công nhận là ngôn ngữ chính thức của Chile.,Official language of Chile,What language does Chile speak? The main answer is Spanish. It is recognized as the official language of Chile.
Loại giáp sử dụng trên xe tăng chiến đấu chủ lực T-14 Armata được gọi là gì,"Vỏ giáp của Armata sẽ làm từ một loại hợp kim mới với số hiệu 44S-sv-Sh, phát triển bởi Viện nghiên cứu Kim loại. Loại hợp kim mới này bền chắc hơn thép nhưng lại nhẹ hơn và không mất đi tính năng của mình trong nhiệt độ cực thấp, một tiêu chí bắt buộc của vũ khí Nga để hoạt động tốt tại vùng Bắc Cực lạnh giá.",What is the type of armor used on the T-14 Armata main battle tank,"Armata's armor will be made from a new alloy numbered 44S-sv-Sh, developed by the Institute for Metal Research. This new alloy is stronger than steel but lighter and does not lose its properties in extremely low temperatures, a mandatory criterion for Russian weapons to perform well in the cold Arctic."
Sông Hồng đổ vào nước ta bắt đầu từ tỉnh nào,"Sông Hồng hay còn gọi là Hồng Hà, bắt nguồn từ Trung Quốc. Đến biên giới Việt - Trung, sông chạy dọc biên giới khoảng 80 km; bờ nam thuộc Việt Nam, bờ bắc là lãnh thổ Trung Quốc. Điểm tiếp xúc đầu tiên của sông Hồng với lãnh thổ Việt Nam tại huyện Bát Xát, tỉnh Lào Cai.",What province does the Red River flow into our country from?,"The Red River, also known as the Red Ha, originates in China. When it reaches the Vietnam - China border, it runs along the border for about 80 km; its southern bank belongs to Vietnam and its northern bank belongs to the Chinese territory. The first point of contact of the Red River with the Vietnamese territory is in Bat Xat district, Lao Cai province."
"Sau khi qua đời, vua Lê Huyền Tông được an táng ở đâu","Vua Lê Huyền Tông được an táng tại huyện Lôi Dương (nay là huyện Thọ Xuân, tỉnh Thanh Hóa).",Where was King Le Huyen Tong buried after his death?,"King Le Huyen Tong was buried in Loi Duong District (now Tho Xuan District, Thanh Hoa Province)."
Vua Lê Huyền Tông lên ngôi khi bao nhiêu tuổi,"Tháng 9 năm Nhâm Dần (1662), Lê Duy Vũ được lập làm Thái tử và đến tháng 11 cùng năm sau khi Lê Thần Tông qua đời, thái tử khi đó mới lên 9 tuổi được lập làm vua, sử gọi là Lê Huyền Tông.",How old was King Le Huyen Tong when he took the throne,"In September 1662, Le Duy Vu was made crown prince and in November of the same year after the death of Le Than Tong, the then nine - year - old crown prince was made king, known historically as Le Huyen Tong."
